timestamp,city,road_type,hour_of_day,day_of_week,vehicle_count,traffic_density,average_speed,congestion_level
2024-01-13 13:00:00,Pune,commercial,13,Saturday,875,72.92,16.8,high
2024-01-13 13:00:00,Pune,residential,13,Saturday,308,38.5,41.5,low
2024-01-13 13:00:00,Thane,highway,13,Saturday,981,32.7,89.7,low
2024-01-13 13:00:00,Thane,arterial,13,Saturday,997,49.85,47.3,medium
2024-01-13 13:00:00,Thane,commercial,13,Saturday,618,51.5,25.9,medium
2024-01-13 13:00:00,Thane,residential,13,Saturday,249,31.13,36.2,low
2024-01-13 14:00:00,Aurangabad,highway,14,Saturday,722,24.07,102.6,low
2024-01-13 14:00:00,Aurangabad,arterial,14,Saturday,806,40.3,53.2,medium
2024-01-13 14:00:00,Aurangabad,commercial,14,Saturday,610,50.83,24.8,medium
2024-01-13 14:00:00,Aurangabad,residential,14,Saturday,175,21.88,44.9,low
2024-01-13 14:00:00,Mumbai,highway,14,Saturday,935,31.17,93.8,low
2024-01-13 14:00:00,Mumbai,arterial,14,Saturday,828,41.4,50.2,medium
2024-01-13 14:00:00,Mumbai,commercial,14,Saturday,572,47.67,23.4,medium
2024-01-13 14:00:00,Mumbai,residential,14,Saturday,182,22.75,42.6,low
2024-01-13 14:00:00,Nagpur,highway,14,Saturday,699,23.3,97.3,low
2024-01-13 14:00:00,Nagpur,arterial,14,Saturday,751,37.55,53.9,low
2024-01-13 14:00:00,Nagpur,commercial,14,Saturday,599,49.92,24.1,medium
2024-01-13 14:00:00,Nagpur,residential,14,Saturday,185,23.12,44.9,low
2024-01-13 14:00:00,Nashik,highway,14,Saturday,939,31.3,94.7,low
2024-01-13 14:00:00,Nashik,arterial,14,Saturday,895,44.75,52.2,medium
2024-01-13 14:00:00,Nashik,commercial,14,Saturday,684,57.0,25.6,medium
2024-01-13 14:00:00,Nashik,residential,14,Saturday,195,24.38,43.8,low
2024-01-13 14:00:00,Pune,highway,14,Saturday,1374,45.8,85.9,medium
2024-01-13 14:00:00,Pune,arterial,14,Saturday,1091,54.55,45.5,medium
2024-01-13 14:00:00,Pune,commercial,14,Saturday,833,69.42,21.0,medium
2024-01-13 14:00:00,Pune,residential,14,Saturday,271,33.88,36.8,low
2024-01-13 14:00:00,Thane,highway,14,Saturday,1002,33.4,91.5,low
2024-01-13 14:00:00,Thane,arterial,14,Saturday,730,36.5,51.0,low
2024-01-13 14:00:00,Thane,commercial,14,Saturday,618,51.5,27.3,medium
2024-01-13 14:00:00,Thane,residential,14,Saturday,207,25.87,42.7,low
2024-01-13 15:00:00,Aurangabad,highway,15,Saturday,992,33.07,90.4,low
2024-01-13 15:00:00,Aurangabad,arterial,15,Saturday,920,46.0,49.3,medium
2024-01-13 15:00:00,Aurangabad,commercial,15,Saturday,662,55.17,22.5,medium
2024-01-13 15:00:00,Aurangabad,residential,15,Saturday,171,21.38,43.9,low
2024-01-13 15:00:00,Mumbai,highway,15,Saturday,1186,39.53,92.0,low
2024-01-13 15:00:00,Mumbai,arterial,15,Saturday,888,44.4,47.3,medium
2024-01-13 15:00:00,Mumbai,commercial,15,Saturday,545,45.42,29.0,medium
2024-01-13 15:00:00,Mumbai,residential,15,Saturday,205,25.62,41.7,low
2024-01-13 15:00:00,Nagpur,highway,15,Saturday,1003,33.43,90.1,low
2024-01-13 15:00:00,Nagpur,arterial,15,Saturday,1008,50.4,46.8,medium
2024-01-13 15:00:00,Nagpur,commercial,15,Saturday,556,46.33,25.6,medium
2024-01-13 15:00:00,Nagpur,residential,15,Saturday,174,21.75,44.4,low
2024-01-13 15:00:00,Nashik,highway,15,Saturday,960,32.0,90.2,low
2024-01-13 15:00:00,Nashik,arterial,15,Saturday,974,48.7,45.4,medium
2024-01-13 15:00:00,Nashik,commercial,15,Saturday,714,59.5,19.8,medium
2024-01-13 15:00:00,Nashik,residential,15,Saturday,213,26.62,42.4,low
2024-01-13 15:00:00,Pune,highway,15,Saturday,1361,45.37,87.8,medium
2024-01-13 15:00:00,Pune,arterial,15,Saturday,1382,69.1,36.6,medium
2024-01-13 15:00:00,Pune,commercial,15,Saturday,871,72.58,11.6,high
2024-01-13 15:00:00,Pune,residential,15,Saturday,326,40.75,37.2,medium
2024-01-13 15:00:00,Thane,highway,15,Saturday,1012,33.73,93.8,low
2024-01-13 15:00:00,Thane,arterial,15,Saturday,1100,55.0,44.3,medium
2024-01-13 15:00:00,Thane,commercial,15,Saturday,622,51.83,24.8,medium
2024-01-13 15:00:00,Thane,residential,15,Saturday,206,25.75,41.0,low
2024-01-13 16:00:00,Aurangabad,highway,16,Saturday,1253,41.77,89.2,medium
2024-01-13 16:00:00,Aurangabad,arterial,16,Saturday,893,44.65,46.3,medium
2024-01-13 16:00:00,Aurangabad,commercial,16,Saturday,802,66.83,21.7,medium
2024-01-13 16:00:00,Aurangabad,residential,16,Saturday,197,24.62,43.5,low
2024-01-13 16:00:00,Mumbai,highway,16,Saturday,1452,48.4,89.6,medium
2024-01-13 16:00:00,Mumbai,arterial,16,Saturday,1216,60.8,43.7,medium
2024-01-13 16:00:00,Mumbai,commercial,16,Saturday,649,54.08,28.0,medium
2024-01-13 16:00:00,Mumbai,residential,16,Saturday,269,33.62,38.0,low
2024-01-13 16:00:00,Nagpur,highway,16,Saturday,1086,36.2,94.9,low
2024-01-13 16:00:00,Nagpur,arterial,16,Saturday,1347,67.35,39.9,medium
2024-01-13 16:00:00,Nagpur,commercial,16,Saturday,869,72.42,18.4,high
2024-01-13 16:00:00,Nagpur,residential,16,Saturday,212,26.5,45.0,low
2024-01-13 16:00:00,Nashik,highway,16,Saturday,1211,40.37,92.9,medium
2024-01-13 16:00:00,Nashik,arterial,16,Saturday,1416,70.8,39.4,high
2024-01-13 16:00:00,Nashik,commercial,16,Saturday,1042,86.83,18.4,high
2024-01-13 16:00:00,Nashik,residential,16,Saturday,276,34.5,38.0,low
2024-01-13 16:00:00,Pune,highway,16,Saturday,1423,47.43,90.8,medium
2024-01-13 16:00:00,Pune,arterial,16,Saturday,1557,77.85,37.2,high
2024-01-13 16:00:00,Pune,commercial,16,Saturday,1022,85.17,17.5,high
2024-01-13 16:00:00,Pune,residential,16,Saturday,372,46.5,33.7,medium
2024-01-13 16:00:00,Thane,highway,16,Saturday,1383,46.1,85.9,medium
2024-01-13 16:00:00,Thane,arterial,16,Saturday,1313,65.65,40.4,medium
2024-01-13 16:00:00,Thane,commercial,16,Saturday,919,76.58,16.4,high
2024-01-13 16:00:00,Thane,residential,16,Saturday,279,34.88,38.4,low
2024-01-13 17:00:00,Aurangabad,highway,17,Saturday,1672,55.73,82.6,medium
2024-01-13 17:00:00,Aurangabad,arterial,17,Saturday,1097,54.85,44.3,medium
2024-01-13 17:00:00,Aurangabad,commercial,17,Saturday,991,82.58,18.9,high
2024-01-13 17:00:00,Aurangabad,residential,17,Saturday,322,40.25,36.1,medium
2024-01-13 17:00:00,Mumbai,highway,17,Saturday,1979,65.97,77.0,medium
2024-01-13 17:00:00,Mumbai,arterial,17,Saturday,1646,82.3,30.7,high
2024-01-13 17:00:00,Mumbai,commercial,17,Saturday,780,65.0,17.7,medium
2024-01-13 17:00:00,Mumbai,residential,17,Saturday,240,30.0,45.2,low
2024-01-13 17:00:00,Nagpur,highway,17,Saturday,1416,47.2,84.6,medium
2024-01-13 17:00:00,Nagpur,arterial,17,Saturday,1434,71.7,38.1,high
2024-01-13 17:00:00,Nagpur,commercial,17,Saturday,1044,87.0,16.3,high
2024-01-13 17:00:00,Nagpur,residential,17,Saturday,286,35.75,37.5,low
2024-01-13 17:00:00,Nashik,highway,17,Saturday,1740,58.0,82.6,medium
2024-01-13 17:00:00,Nashik,arterial,17,Saturday,1574,78.7,38.9,high
2024-01-13 17:00:00,Nashik,commercial,17,Saturday,1047,87.25,12.0,high
2024-01-13 17:00:00,Nashik,residential,17,Saturday,365,45.62,35.0,medium
2024-01-13 17:00:00,Pune,highway,17,Saturday,2284,76.13,70.3,high
2024-01-13 17:00:00,Pune,arterial,17,Saturday,1944,97.2,30.0,high
2024-01-13 17:00:00,Pune,commercial,17,Saturday,1317,100.0,10.0,high
2024-01-13 17:00:00,Pune,residential,17,Saturday,556,69.5,27.0,medium
2024-01-13 17:00:00,Thane,highway,17,Saturday,1635,54.5,83.9,medium
2024-01-13 17:00:00,Thane,arterial,17,Saturday,1686,84.3,34.5,high
2024-01-13 17:00:00,Thane,commercial,17,Saturday,995,82.92,16.3,high
2024-01-13 17:00:00,Thane,residential,17,Saturday,354,44.25,35.5,medium
2024-01-13 18:00:00,Aurangabad,highway,18,Saturday,1603,53.43,82.2,medium
2024-01-13 18:00:00,Aurangabad,arterial,18,Saturday,1450,72.5,37.7,high
2024-01-13 18:00:00,Aurangabad,commercial,18,Saturday,903,75.25,19.4,high
2024-01-13 18:00:00,Aurangabad,residential,18,Saturday,318,39.75,34.1,low
2024-01-13 18:00:00,Mumbai,highway,18,Saturday,1688,56.27,80.3,medium
2024-01-13 18:00:00,Mumbai,arterial,18,Saturday,1674,83.7,29.4,high
2024-01-13 18:00:00,Mumbai,commercial,18,Saturday,1020,85.0,15.2,high
2024-01-13 18:00:00,Mumbai,residential,18,Saturday,368,46.0,37.7,medium
2024-01-13 18:00:00,Nagpur,highway,18,Saturday,1212,40.4,93.1,medium
2024-01-13 18:00:00,Nagpur,arterial,18,Saturday,1489,74.45,39.2,high
2024-01-13 18:00:00,Nagpur,commercial,18,Saturday,1102,91.83,12.4,high
2024-01-13 18:00:00,Nagpur,residential,18,Saturday,264,33.0,39.0,low
2024-01-13 18:00:00,Nashik,highway,18,Saturday,1920,64.0,80.8,medium
2024-01-13 18:00:00,Nashik,arterial,18,Saturday,1507,75.35,30.5,high
2024-01-13 18:00:00,Nashik,commercial,18,Saturday,1105,92.08,11.8,high
2024-01-13 18:00:00,Nashik,residential,18,Saturday,352,44.0,37.9,medium
2024-01-13 18:00:00,Pune,highway,18,Saturday,2440,81.33,71.3,high
2024-01-13 18:00:00,Pune,arterial,18,Saturday,2181,100.0,25.0,high
2024-01-13 18:00:00,Pune,commercial,18,Saturday,1367,100.0,14.6,high
2024-01-13 18:00:00,Pune,residential,18,Saturday,533,66.62,30.7,medium
2024-01-13 18:00:00,Thane,highway,18,Saturday,1877,62.57,79.5,medium
2024-01-13 18:00:00,Thane,arterial,18,Saturday,1210,60.5,42.3,medium
2024-01-13 18:00:00,Thane,commercial,18,Saturday,1105,92.08,14.9,high
2024-01-13 18:00:00,Thane,residential,18,Saturday,385,48.12,32.3,medium
2024-01-13 19:00:00,Aurangabad,highway,19,Saturday,1358,45.27,85.8,medium
2024-01-13 19:00:00,Aurangabad,arterial,19,Saturday,1127,56.35,43.0,medium
2024-01-13 19:00:00,Aurangabad,commercial,19,Saturday,970,80.83,18.3,high
2024-01-13 19:00:00,Aurangabad,residential,19,Saturday,287,35.88,40.5,low
2024-01-13 19:00:00,Mumbai,highway,19,Saturday,1566,52.2,84.1,medium
2024-01-13 19:00:00,Mumbai,arterial,19,Saturday,1468,73.4,32.1,high
2024-01-13 19:00:00,Mumbai,commercial,19,Saturday,973,81.08,13.6,high
2024-01-13 19:00:00,Mumbai,residential,19,Saturday,372,46.5,35.8,medium
2024-01-13 19:00:00,Nagpur,highway,19,Saturday,1304,43.47,85.3,medium
2024-01-13 19:00:00,Nagpur,arterial,19,Saturday,1418,70.9,39.3,high
2024-01-13 19:00:00,Nagpur,commercial,19,Saturday,974,81.17,14.0,high
2024-01-13 19:00:00,Nagpur,residential,19,Saturday,255,31.87,40.9,low
2024-01-13 19:00:00,Nashik,highway,19,Saturday,1403,46.77,87.5,medium
2024-01-13 19:00:00,Nashik,arterial,19,Saturday,1146,57.3,43.2,medium
2024-01-13 19:00:00,Nashik,commercial,19,Saturday,1212,100.0,10.9,high
2024-01-13 19:00:00,Nashik,residential,19,Saturday,334,41.75,41.4,medium
2024-01-13 19:00:00,Pune,highway,19,Saturday,1564,52.13,82.3,medium
2024-01-13 19:00:00,Pune,arterial,19,Saturday,1824,91.2,30.7,high
2024-01-13 19:00:00,Pune,commercial,19,Saturday,1400,100.0,10.0,high
2024-01-13 19:00:00,Pune,residential,19,Saturday,514,64.25,29.9,medium
2024-01-13 19:00:00,Thane,highway,19,Saturday,1848,61.6,77.1,medium
2024-01-13 19:00:00,Thane,arterial,19,Saturday,1428,71.4,36.9,high
2024-01-13 19:00:00,Thane,commercial,19,Saturday,1116,93.0,11.1,high
2024-01-13 19:00:00,Thane,residential,19,Saturday,347,43.38,38.0,medium
2024-01-13 20:00:00,Aurangabad,highway,20,Saturday,1086,36.2,93.7,low
2024-01-13 20:00:00,Aurangabad,arterial,20,Saturday,1037,51.85,45.8,medium
2024-01-13 20:00:00,Aurangabad,commercial,20,Saturday,703,58.58,22.5,medium
2024-01-13 20:00:00,Aurangabad,residential,20,Saturday,222,27.75,41.4,low
2024-01-13 20:00:00,Mumbai,highway,20,Saturday,1185,39.5,87.2,low
2024-01-13 20:00:00,Mumbai,arterial,20,Saturday,1159,57.95,44.3,medium
2024-01-13 20:00:00,Mumbai,commercial,20,Saturday,838,69.83,19.1,medium
2024-01-13 20:00:00,Mumbai,residential,20,Saturday,218,27.25,41.1,low
2024-01-13 20:00:00,Nagpur,highway,20,Saturday,1008,33.6,94.7,low
2024-01-13 20:00:00,Nagpur,arterial,20,Saturday,807,40.35,51.9,medium
2024-01-13 20:00:00,Nagpur,commercial,20,Saturday,767,63.92,19.5,medium
2024-01-13 20:00:00,Nagpur,residential,20,Saturday,220,27.5,40.5,low
2024-01-13 20:00:00,Nashik,highway,20,Saturday,1105,36.83,90.8,low
2024-01-13 20:00:00,Nashik,arterial,20,Saturday,1075,53.75,47.2,medium
2024-01-13 20:00:00,Nashik,commercial,20,Saturday,753,62.75,19.4,medium
2024-01-13 20:00:00,Nashik,residential,20,Saturday,306,38.25,40.4,low
2024-01-13 20:00:00,Pune,highway,20,Saturday,1314,43.8,86.6,medium
2024-01-13 20:00:00,Pune,arterial,20,Saturday,1540,77.0,36.0,high
2024-01-13 20:00:00,Pune,commercial,20,Saturday,867,72.25,20.6,high
2024-01-13 20:00:00,Pune,residential,20,Saturday,400,50.0,36.0,medium
2024-01-13 20:00:00,Thane,highway,20,Saturday,1481,49.37,86.2,medium
2024-01-13 20:00:00,Thane,arterial,20,Saturday,1195,59.75,46.2,medium
2024-01-13 20:00:00,Thane,commercial,20,Saturday,886,73.83,16.2,high
2024-01-13 20:00:00,Thane,residential,20,Saturday,293,36.62,37.7,low
2024-01-13 21:00:00,Aurangabad,highway,21,Saturday,781,26.03,97.9,low
2024-01-13 21:00:00,Aurangabad,arterial,21,Saturday,632,31.6,55.5,low
2024-01-13 21:00:00,Aurangabad,commercial,21,Saturday,540,45.0,25.6,medium
2024-01-13 21:00:00,Aurangabad,residential,21,Saturday,161,20.12,45.6,low
2024-01-13 21:00:00,Mumbai,highway,21,Saturday,851,28.37,96.3,low
2024-01-13 21:00:00,Mumbai,arterial,21,Saturday,893,44.65,50.9,medium
2024-01-13 21:00:00,Mumbai,commercial,21,Saturday,561,46.75,24.1,medium
2024-01-13 21:00:00,Mumbai,residential,21,Saturday,203,25.37,43.0,low
2024-01-13 21:00:00,Nagpur,highway,21,Saturday,838,27.93,96.1,low
2024-01-13 21:00:00,Nagpur,arterial,21,Saturday,602,30.1,53.1,low
2024-01-13 21:00:00,Nagpur,commercial,21,Saturday,566,47.17,24.7,medium
2024-01-13 21:00:00,Nagpur,residential,21,Saturday,164,20.5,44.1,low
2024-01-13 21:00:00,Nashik,highway,21,Saturday,847,28.23,95.7,low
2024-01-13 21:00:00,Nashik,arterial,21,Saturday,763,38.15,52.8,low
2024-01-13 21:00:00,Nashik,commercial,21,Saturday,552,46.0,25.5,medium
2024-01-13 21:00:00,Nashik,residential,21,Saturday,181,22.62,42.8,low
2024-01-13 21:00:00,Pune,highway,21,Saturday,1274,42.47,88.5,medium
2024-01-13 21:00:00,Pune,arterial,21,Saturday,1197,59.85,46.1,medium
2024-01-13 21:00:00,Pune,commercial,21,Saturday,798,66.5,21.1,medium
2024-01-13 21:00:00,Pune,residential,21,Saturday,275,34.38,41.4,low
2024-01-13 21:00:00,Thane,highway,21,Saturday,950,31.67,96.1,low
2024-01-13 21:00:00,Thane,arterial,21,Saturday,877,43.85,49.5,medium
2024-01-13 21:00:00,Thane,commercial,21,Saturday,628,52.33,24.5,medium
2024-01-13 21:00:00,Thane,residential,21,Saturday,197,24.62,41.7,low
2024-01-13 22:00:00,Aurangabad,highway,22,Saturday,523,17.43,103.3,low
2024-01-13 22:00:00,Aurangabad,arterial,22,Saturday,553,27.65,58.3,low
2024-01-13 22:00:00,Aurangabad,commercial,22,Saturday,386,32.17,32.9,low
2024-01-13 22:00:00,Aurangabad,residential,22,Saturday,106,13.25,43.8,low
2024-01-13 22:00:00,Mumbai,highway,22,Saturday,668,22.27,97.8,low
2024-01-13 22:00:00,Mumbai,arterial,22,Saturday,505,25.25,55.0,low
2024-01-13 22:00:00,Mumbai,commercial,22,Saturday,402,33.5,26.7,low
2024-01-13 22:00:00,Mumbai,residential,22,Saturday,122,15.25,46.6,low
2024-01-13 22:00:00,Nagpur,highway,22,Saturday,551,18.37,99.5,low
2024-01-13 22:00:00,Nagpur,arterial,22,Saturday,502,25.1,57.0,low
2024-01-13 22:00:00,Nagpur,commercial,22,Saturday,345,28.75,31.9,low
2024-01-13 22:00:00,Nagpur,residential,22,Saturday,103,12.88,45.6,low
2024-01-13 22:00:00,Nashik,highway,22,Saturday,509,16.97,103.8,low
2024-01-13 22:00:00,Nashik,arterial,22,Saturday,608,30.4,57.9,low
2024-01-13 22:00:00,Nashik,commercial,22,Saturday,459,38.25,26.9,low
2024-01-13 22:00:00,Nashik,residential,22,Saturday,125,15.62,41.5,low
2024-01-13 22:00:00,Pune,highway,22,Saturday,1061,35.37,92.0,low
2024-01-13 22:00:00,Pune,arterial,22,Saturday,829,41.45,48.9,medium
2024-01-13 22:00:00,Pune,commercial,22,Saturday,560,46.67,29.7,medium
2024-01-13 22:00:00,Pune,residential,22,Saturday,183,22.88,41.1,low
2024-01-13 22:00:00,Thane,highway,22,Saturday,643,21.43,94.8,low
2024-01-13 22:00:00,Thane,arterial,22,Saturday,570,28.5,58.8,low
2024-01-13 22:00:00,Thane,commercial,22,Saturday,397,33.08,29.5,low
2024-01-13 22:00:00,Thane,residential,22,Saturday,145,18.12,45.8,low
2024-01-13 23:00:00,Aurangabad,highway,23,Saturday,250,8.33,106.0,low
2024-01-13 23:00:00,Aurangabad,arterial,23,Saturday,368,18.4,59.0,low
2024-01-13 23:00:00,Aurangabad,commercial,23,Saturday,210,17.5,38.6,low
2024-01-13 23:00:00,Aurangabad,residential,23,Saturday,70,8.75,46.3,low
2024-01-13 23:00:00,Mumbai,highway,23,Saturday,352,11.73,104.1,low
2024-01-13 23:00:00,Mumbai,arterial,23,Saturday,293,14.65,63.3,low
2024-01-13 23:00:00,Mumbai,commercial,23,Saturday,216,18.0,34.8,low
2024-01-13 23:00:00,Mumbai,residential,23,Saturday,71,8.88,44.8,low
2024-01-13 23:00:00,Nagpur,highway,23,Saturday,298,9.93,108.5,low
2024-01-13 23:00:00,Nagpur,arterial,23,Saturday,299,14.95,62.6,low
2024-01-13 23:00:00,Nagpur,commercial,23,Saturday,228,19.0,34.0,low
2024-01-13 23:00:00,Nagpur,residential,23,Saturday,75,9.38,47.2,low
2024-01-13 23:00:00,Nashik,highway,23,Saturday,372,12.4,102.3,low
2024-01-13 23:00:00,Nashik,arterial,23,Saturday,354,17.7,62.6,low
2024-01-13 23:00:00,Nashik,commercial,23,Saturday,235,19.58,33.1,low
2024-01-13 23:00:00,Nashik,residential,23,Saturday,71,8.88,47.9,low
2024-01-13 23:00:00,Pune,highway,23,Saturday,500,16.67,101.4,low
2024-01-13 23:00:00,Pune,arterial,23,Saturday,451,22.55,59.8,low
2024-01-13 23:00:00,Pune,commercial,23,Saturday,300,25.0,32.1,low
2024-01-13 23:00:00,Pune,residential,23,Saturday,108,13.5,50.0,low
2024-01-13 23:00:00,Thane,highway,23,Saturday,392,13.07,104.8,low
2024-01-13 23:00:00,Thane,arterial,23,Saturday,348,17.4,61.6,low
2024-01-13 23:00:00,Thane,commercial,23,Saturday,263,21.92,32.8,low
2024-01-13 23:00:00,Thane,residential,23,Saturday,89,11.12,46.0,low
2024-01-14 00:00:00,Aurangabad,highway,0,Sunday,102,3.4,109.0,low
2024-01-14 00:00:00,Aurangabad,arterial,0,Sunday,99,4.95,68.8,low
2024-01-14 00:00:00,Aurangabad,commercial,0,Sunday,70,5.83,37.6,low
2024-01-14 00:00:00,Aurangabad,residential,0,Sunday,20,2.5,50.0,low
2024-01-14 00:00:00,Mumbai,highway,0,Sunday,108,3.6,108.2,low
2024-01-14 00:00:00,Mumbai,arterial,0,Sunday,133,6.65,69.1,low
2024-01-14 00:00:00,Mumbai,commercial,0,Sunday,91,7.58,37.1,low
2024-01-14 00:00:00,Mumbai,residential,0,Sunday,33,4.12,50.0,low
2024-01-14 00:00:00,Nagpur,highway,0,Sunday,115,3.83,108.6,low
2024-01-14 00:00:00,Nagpur,arterial,0,Sunday,108,5.4,65.8,low
2024-01-14 00:00:00,Nagpur,commercial,0,Sunday,90,7.5,40.0,low
2024-01-14 00:00:00,Nagpur,residential,0,Sunday,21,2.62,48.9,low
2024-01-14 00:00:00,Nashik,highway,0,Sunday,129,4.3,107.8,low
2024-01-14 00:00:00,Nashik,arterial,0,Sunday,128,6.4,69.0,low
2024-01-14 00:00:00,Nashik,commercial,0,Sunday,83,6.92,36.2,low
2024-01-14 00:00:00,Nashik,residential,0,Sunday,32,4.0,47.9,low
2024-01-14 00:00:00,Pune,highway,0,Sunday,155,5.17,106.4,low
2024-01-14 00:00:00,Pune,arterial,0,Sunday,160,8.0,69.5,low
2024-01-14 00:00:00,Pune,commercial,0,Sunday,122,10.17,39.2,low
2024-01-14 00:00:00,Pune,residential,0,Sunday,44,5.5,50.0,low
2024-01-14 00:00:00,Thane,highway,0,Sunday,134,4.47,107.4,low
2024-01-14 00:00:00,Thane,arterial,0,Sunday,113,5.65,67.0,low
2024-01-14 00:00:00,Thane,commercial,0,Sunday,94,7.83,37.9,low
2024-01-14 00:00:00,Thane,residential,0,Sunday,34,4.25,46.4,low
2024-01-14 01:00:00,Aurangabad,highway,1,Sunday,83,2.77,106.1,low
2024-01-14 01:00:00,Aurangabad,arterial,1,Sunday,79,3.95,69.7,low
2024-01-14 01:00:00,Aurangabad,commercial,1,Sunday,55,4.58,39.7,low
2024-01-14 01:00:00,Aurangabad,residential,1,Sunday,15,1.88,46.1,low
2024-01-14 01:00:00,Mumbai,highway,1,Sunday,96,3.2,110.0,low
2024-01-14 01:00:00,Mumbai,arterial,1,Sunday,75,3.75,70.0,low
2024-01-14 01:00:00,Mumbai,commercial,1,Sunday,59,4.92,35.9,low
2024-01-14 01:00:00,Mumbai,residential,1,Sunday,18,2.25,49.4,low
2024-01-14 01:00:00,Nagpur,highway,1,Sunday,76,2.53,106.1,low
2024-01-14 01:00:00,Nagpur,arterial,1,Sunday,65,3.25,66.8,low
2024-01-14 01:00:00,Nagpur,commercial,1,Sunday,57,4.75,38.6,low
2024-01-14 01:00:00,Nagpur,residential,1,Sunday,16,2.0,49.8,low
2024-01-14 01:00:00,Nashik,highway,1,Sunday,101,3.37,109.1,low
2024-01-14 01:00:00,Nashik,arterial,1,Sunday,88,4.4,69.9,low
2024-01-14 01:00:00,Nashik,commercial,1,Sunday,56,4.67,38.1,low
2024-01-14 01:00:00,Nashik,residential,1,Sunday,19,2.38,46.8,low
2024-01-14 01:00:00,Pune,highway,1,Sunday,119,3.97,103.9,low
2024-01-14 01:00:00,Pune,arterial,1,Sunday,138,6.9,65.0,low
2024-01-14 01:00:00,Pune,commercial,1,Sunday,91,7.58,37.8,low
2024-01-14 01:00:00,Pune,residential,1,Sunday,30,3.75,47.9,low
2024-01-14 01:00:00,Thane,highway,1,Sunday,102,3.4,109.6,low
2024-01-14 01:00:00,Thane,arterial,1,Sunday,94,4.7,69.4,low
2024-01-14 01:00:00,Thane,commercial,1,Sunday,59,4.92,37.6,low
2024-01-14 01:00:00,Thane,residential,1,Sunday,17,2.12,50.0,low
2024-01-14 02:00:00,Aurangabad,highway,2,Sunday,63,2.1,110.0,low
2024-01-14 02:00:00,Aurangabad,arterial,2,Sunday,57,2.85,67.2,low
2024-01-14 02:00:00,Aurangabad,commercial,2,Sunday,33,2.75,40.0,low
2024-01-14 02:00:00,Aurangabad,residential,2,Sunday,9,1.12,49.0,low
2024-01-14 02:00:00,Mumbai,highway,2,Sunday,63,2.1,108.8,low
2024-01-14 02:00:00,Mumbai,arterial,2,Sunday,60,3.0,68.9,low
2024-01-14 02:00:00,Mumbai,commercial,2,Sunday,31,2.58,39.3,low
2024-01-14 02:00:00,Mumbai,residential,2,Sunday,11,1.38,50.0,low
2024-01-14 02:00:00,Nagpur,highway,2,Sunday,53,1.77,104.8,low
2024-01-14 02:00:00,Nagpur,arterial,2,Sunday,51,2.55,67.7,low
2024-01-14 02:00:00,Nagpur,commercial,2,Sunday,45,3.75,39.3,low
2024-01-14 02:00:00,Nagpur,residential,2,Sunday,12,1.5,50.0,low
2024-01-14 02:00:00,Nashik,highway,2,Sunday,65,2.17,110.0,low
2024-01-14 02:00:00,Nashik,arterial,2,Sunday,68,3.4,65.9,low
2024-01-14 02:00:00,Nashik,commercial,2,Sunday,51,4.25,35.9,low
2024-01-14 02:00:00,Nashik,residential,2,Sunday,15,1.88,46.4,low
2024-01-14 02:00:00,Pune,highway,2,Sunday,94,3.13,110.0,low
2024-01-14 02:00:00,Pune,arterial,2,Sunday,81,4.05,67.7,low
2024-01-14 02:00:00,Pune,commercial,2,Sunday,59,4.92,37.9,low
2024-01-14 02:00:00,Pune,residential,2,Sunday,24,3.0,49.5,low
2024-01-14 02:00:00,Thane,highway,2,Sunday,69,2.3,107.8,low
2024-01-14 02:00:00,Thane,arterial,2,Sunday,57,2.85,67.5,low
2024-01-14 02:00:00,Thane,commercial,2,Sunday,42,3.5,38.0,low
2024-01-14 02:00:00,Thane,residential,2,Sunday,14,1.75,50.0,low
2024-01-14 03:00:00,Aurangabad,highway,3,Sunday,40,1.33,109.6,low
2024-01-14 03:00:00,Aurangabad,arterial,3,Sunday,47,2.35,70.0,low
2024-01-14 03:00:00,Aurangabad,commercial,3,Sunday,31,2.58,38.7,low
2024-01-14 03:00:00,Aurangabad,residential,3,Sunday,10,1.25,50.0,low
2024-01-14 03:00:00,Mumbai,highway,3,Sunday,50,1.67,106.0,low
2024-01-14 03:00:00,Mumbai,arterial,3,Sunday,45,2.25,66.7,low
2024-01-14 03:00:00,Mumbai,commercial,3,Sunday,31,2.58,39.3,low
2024-01-14 03:00:00,Mumbai,residential,3,Sunday,12,1.5,50.0,low
2024-01-14 03:00:00,Nagpur,highway,3,Sunday,42,1.4,110.0,low
2024-01-14 03:00:00,Nagpur,arterial,3,Sunday,46,2.3,70.0,low
2024-01-14 03:00:00,Nagpur,commercial,3,Sunday,34,2.83,37.1,low
2024-01-14 03:00:00,Nagpur,residential,3,Sunday,7,0.88,50.0,low
2024-01-14 03:00:00,Nashik,highway,3,Sunday,49,1.63,107.2,low
2024-01-14 03:00:00,Nashik,arterial,3,Sunday,44,2.2,69.3,low
2024-01-14 03:00:00,Nashik,commercial,3,Sunday,41,3.42,38.2,low
2024-01-14 03:00:00,Nashik,residential,3,Sunday,12,1.5,49.3,low
2024-01-14 03:00:00,Pune,highway,3,Sunday,62,2.07,110.0,low
2024-01-14 03:00:00,Pune,arterial,3,Sunday,59,2.95,68.7,low
2024-01-14 03:00:00,Pune,commercial,3,Sunday,43,3.58,40.0,low
